course_name,city,state,country,latitude,longitude,year,length,personal_rating,times_played,best_score
Fort William GC,Fort William,Scotland,United Kingdom,56.815,-5.108,1992,18,6,1,74
Boat of Garten GC,Aviemore,Scotland,United Kingdom,57.246,-3.763,1992,18,8,1,74
Cruden Bay GC,Cruden bay,Scotland,United Kingdom,57.41,-1.807,1992,18,9,1,73
Royal Aberdeen,Aberdeen,Scotland,United Kingdom,57.193,-2.053,1992,18,9,1,71
West Linton GC,West Linton,Scotland,United Kingdom,55.766,-3.332,1992,18,7,1,71
Dunbar GC,Dunbar,Scotland,United Kingdom,56.002,-2.522,1992,18,8,1,75
Royal County Down GC,Newcastle,N. Ireland,United Kingdom,54.219,-5.883,1988,18,11,1,74
Royal Portrush GC -- Dunluce,Portrush,N. Ireland,United Kingdom,55.204,-6.653,1988,18,10,1,75
Royal Portrush GC -- Valley,Portrush,N. Ireland,United Kingdom,55.204,-6.653,2013,18,8,1,73
Cairndhu GC,Ballygally,N. Ireland,United Kingdom,54.903,-5.875,2013,18,6.5,1,76
Portstewart GC -- Strand,Portstewart,N. Ireland,United Kingdom,55.192,-6.724,2013,18,9.5,1,78
Castlerock GC,Castlerock,N. Ireland,United Kingdom,55.154,-6.809,2015,18,8,1,77
Scrabo GC,,N. Ireland,United Kingdom,54.616,-5.692,2013,18,7,1,72
Royal Belfast GC,Belfast,N. Ireland,United Kingdom,54.675,-5.907,2015,18,8,1,77
Ardglass,Ardglass,N. Ireland,United Kingdom,54.255,-5.601,2015,18,8.5,2,75
Portmarnock GC,Dublin,,Ireland,53.429,-6.11,1988,18,8,1,77
Portmarnock Links,Dublin,,Ireland,53.433,-6.11,2015,18,8.5,1,81
Royal Dublin GC,Dublin,,Ireland,53.39,-6.135,1988,18,7.5,1,80
Enniscrone Old,Enniscrone,Sligo,Ireland,54.213,-9.101,1988,18,8.5,1,77
Enniscrone GC,Enniscrone,Sligo,Ireland,54.213,-9.101,2016,27,9.5,1,81
Galway GC,Galway, Mayo,Ireland,53.291,-9.05,1992,18,7,1,73
Lahinch GC -- Championship,Lahinch,Clare,Ireland,52.934,-9.349,1988,18,9.5,1,78
Lahinch GC -- Castle,Lahinch,Clare,Ireland,52.934,-9.349,2016,18,7.5,1,68
Ballybunion Old,Ballybunion,Kerry,Ireland,52.512,-9.67,1988,18,10,1,72
Ballybunion Cashen,Ballybunion,Kerry,Ireland,52.512,-9.67,1988,18,6,1,73
Killarney -- Mahony's Point,Killarney,Kerry,Ireland,52.05,-9.514,1988,18,7.5,1,70
Killarney -- Killeen,Killarney,Kerry,Ireland,52.05,-9.514,1988,18,8.5,1,75
Waterville GC,Waterville ,Kerry,Ireland,51.843,-10.177,1988,18,9.5,1,80
Youghal GC,Youghal,Cork,Ireland,51.952,-7.859,1988,18,6.5,1,71
Ballyliffin Old,Ballyliffin,Donegal,Ireland,55.276,-7.356,1988,18,8.5,2,76
Ballyliffin Glasheddy,Ballyliffin,Donegal,Ireland,55.276,-7.356,2015,18,9.5,1,80
Rosapenna Old Tom,,Donegal,Ireland,55.23,-7.891,2013,18,9,1,86
Rosapenna Sandy Hills,,Donegal,Ireland,55.23,-7.891,2013,18,9.5,1,86
Portsalon GC,Fanad,Donegal,Ireland,55.239,-7.589,2013,18,8.5,1,80
Narin and Portnoo GC,Portnoo,Donegal,Ireland,54.823,-8.453,2013,18,8.5,1,82
Cruit Island GC,,Donegal,Ireland,55.043,-8.421,2013,9,9,1,40
County Sligo GC,Rosses point,Sligo,Ireland,54.28,-8.601,2013,18,9,1,77
Seapoint GC,Termonfeckin,Louth,Ireland,53.786,-6.244,2015,18,7.5,1,80
County Louth GC,Baltray,Louth,Ireland,53.861,-6.259,2015,18,8,1,85
Laytown and Bettystown GC,Bettystown,Meath,Ireland,53.688,-6.241,2015,18,7,1,
The Heritage GC,Killenard,Laois,Ireland,53.115,-7.298,2016,18,8,1,78
Strandhill GC,Sligo,Sligo,Ireland,54.285,-8.596,2016,18,8,1,70
Carne GC,Belmullet,Mayo,Ireland,54.226,-10.002,2016,27,10,1,81
Westport GC,Westport ,Mayo,Ireland,53.802,-9.554,2016,18,7.5,1,77
Connemara Championship Links,Ballyconeely,Galway,Ireland,53.403,-10.098,2016,27,8.5,1,78
Connemara Isles GC,Lettermore,Galway,Ireland,53.355,-10.078,2016,9,7,1,36
Bearna GC,Bearna,Galway,Ireland,53.258,-9.149,2016,18,8,1,76
Ballinrobe GC,Ballinrobe,Mayo,Ireland,53.621,-9.22,2016,18,7,1,79
Dromoland Castle GC,Newmarket-Fergus,Clare,Ireland,52.758,-8.92,2016,18,8.5,1,74
Dingle -- Ceann Sibeal,Dingle ,Kerry,Ireland,52.13,-10.368,2016,18,8,1,
Glyfada GC,Athens,,Greece,37.867,23.735,2006,18,7.5,1,77
Afandou GC,Island of Rhodes,,Greece,36.297,28.147,2006,18,6,1,74
Oitavos Dunes GC,Cascais,,Portugal,38.712,-9.477,2009,18,8.5,1,80
Troia GC,Lisbon,,Portugal,38.481,-8.897,2009,18,9,1,77
Vale do Lobo GC -- Royal,Almancil,Algarve,Portugal,37.061,-8.044,2009,18,8.5,1,74
Vale do Lobo GC -- Ocean,Almancil,Algarve,Portugal,37.062,-8.043,2009,18,8.5,1,74
Kungsangen GC -- Kings,Stockholm,,Sweden,59.273,17.768,2010,18,8,1,79
Barseback Masters,Barseback,Malmo,Sweden,55.656,12.86,2010,18,9,1,77
Barseback Steel,Barseback,Malmo,Sweden,55.656,12.86,2010,18,8,1,75
Royal Zoute GC,Knokke-Heist,,Belgium,51.359,3.314,2010,18,8,1,74
Meland GC,Bergen ,,Norway,60.561,5.323,2014,18,9,1,74
Romo GC,Havneby,Romo,Denmark,55.124,8.562,2010,18,7.5,1,82
Kokkedal Castle GC,Horsholm,,Denmark,55.887,12.498,2014,18,7.5,2,79
Hornbaek GC,Hornbaek,,Denmark,56.113,12.471,2014,18,7.5,1,
Niva GC,Kokkedal,,Denmark,55.934,12.459,2014,18,8,1,81
Golfklubburin Vik,Vik,,Iceland,63.427,-20.282,2014,9,6,1,42
Vestarr GC,Grundarfjordur,,Iceland,64.924,-23.257,2014,9,6,1,36
Vikurvollur GC,Stykkisholmur,,Iceland,65.082,-22.726,2014,9,6,1,39
Strandarvollur GC,Hella,,Iceland,63.877,-20.392,2014,18,7.5,1,70
Keilir GC,Reykjavik,,Iceland,64.09,-21.972,2014,18,9,1,79
The Belfry -- Brabazon,Sutton Coldfield,England,United Kingdom,52.562,-1.748,2018,18,8,1,82
Breadsall Priory -- Priory course,Morley,England,United Kingdom,52.922,-1.434,2018,18,7.5,1,76
Morley Hayes Manor course,Morley,England,United Kingdom,52.931,-1.422,2018,18,6.5,1,77
Wychwood Park GC,Crewe,England,United Kingdom,53.139,-2.449,2018,18,8,1,76
The Bristol GC,Bristol,England,United Kingdom,51.5,-2.58,2018,18,7.5,1,74
Chipping Sodbury GC,Chipping Sodbury,England,United Kingdom,51.542,-2.427,2018,18,7.5,1,79
Clwbb Golff Porth Llechog ( Bull Bay),Amlwch,Wales,United Kingdom,53.419,-4.383,2018,18,8,1,75
Aberdovy GC,Aberdyfi,Wales,United Kingdom,52.542,-4.049,2018,18,9,1,79
Cardigan GC,Cardigan,Wales,United Kingdom,52.084,-4.652,2018,18,7.5,1,78
Tenby GC,Tenby,Wales,United Kingdom,51.674,-4.707,2018,18,9,1,74
Meloneras GC,Gran Canaria,Canary Islands,Spain,27.777,-15.604,2018,18,8,2,75
Anfi Tauro GC,Gran Canaria,Canary Islands,Spain,27.805,-15.683,2018,18,8.5,1,72
Salobre (New),Gran Canaria,Canary Islands,Spain,27.872,-15.618,2018,18,8.5,1,75
Yellowknife GC,Yellowknife,NT,Canada,62.471,-114.433,2018,18,5,1,
Osoyoos GC Desert Gold,Osoyoos,BC,Canada,49.036,-119.468,2018,18,8,2,72
Dakota Creek GC,Blaine,Washington,United States of America,48.994,-122.762,2018,18,6,1,73
Mission Hills Pete Dye Resort GC,Palm Springs,California,United States of America,33.785,-116.404,2019,18,7.5,1,78
The Lakes GC,Palm Desert,California,United States of America,33.765,-116.358,2019,18,8,1,76
PGA West Palmer Private,La Quinta,California,United States of America,33.655,-116.254,2019,18,8.5,1,80
Pga West Nicklaus Private,La Quinta,California,United States of America,33.655,-116.254,2019,18,8.5,2,74
Terra Lago North,Indio,California,United States of America,33.756,-116.223,2019,18,8,2,79
Campbell River GC,Campbell River,BC,Canada,50.058,-125.235,2019,18,7.5,1,72
Pheasant Glen GC,Qualicum,BC,Canada,49.321,-124.412,2019,18,8,2,74
Winchelsea View,Lantzville,BC,Canada,49.253,-124.08,2020,18,6.5,1,69
Bootleg Gap GC,Kimberley,BC,Canada,49.67,-115.982,2021,18,8,4,75
Mission Hills GC,Kimberley,BC,Canada,49.67,-115.982,2021,18,6,1,55
Tower Ranch GC,Kelowna,BC,Canada,49.884,-119.378,2022,18,9,1,76
The Rise,Vernon,BC,Canada,50.267,-119.24,2022,18,8,1,74
Morongo GC at Tukwet-- Legends,Beaumont,California,United States of America,33.922,-116.92,2023,18,7.5,1,75
Toscana North,La Quinta,California,United States of America,33.709,-116.274,2023,18,8.5,1,75
Stone Eagle GC,Palm Desert,California,United States of America,33.752,-116.355,2023,18,9,1,76
