course_name,city,state,country,latitude,longitude,year,length,personal_rating,times_played,best_score
Apple Tree GC,Yakima,Washington,United States of America,46.601,-120.498,1995,18,8,1,77
Avalon GC,Burlington,Washington,United States of America,48.479,-122.328,1996,27,7.5,1,75
North Bellingham GC,Bellingham,Washington,United States of America,48.794,-122.431,1997,18,7,1,77
Classic club,Spanaway,Washington,United States of America,47.105,-122.435,1998,18,8,3,76
Druids Glen GC,Kent,Washington,United States of America,47.355,-122.115,1999,18,8,2,75
Whispering Firs GC,Tacoma,Washington,United States of America,47.146,-122.477,1999,18,7.5,3,77
Eaglemont GC,Mt Vernon,Washington,United States of America,48.395,-122.335,2000,18,8,1,78
Chevy Chase GC,Port Townsend,Washington,United States of America,48.132,-122.76,2000,18,6,1,75
Snohomish GC,Snohomish,Washington,United States of America,47.919,-122.018,2003,18,7,1,75
Point Roberts GC,Pt Roberts,Washington,United States of America,48.976,-123.08,2003,18,7,1,78
Lake Chelan GC,Lake Chelan,Washington,United States of America,47.896,-120.057,2003,18,7,1,73
Kahler Glen GC,Leavenworth,Washington,United States of America,47.597,-120.725,2003,18,7,1,73
Leavenworth GC,Leavenworth,Washington,United States of America,47.573,-120.673,2003,18,7,1,69
Moses Pointe GC,Moses Lake,Washington,United States of America,47.044,-119.959,2005,18,7.5,1,76
The Home Course,Dupont,Washington,United States of America,47.085,-122.614,2007,18,7.5,2,76
Lewis River GC,Lewis River ,Washington,United States of America,45.941,-122.579,2008,18,7,2,75
Suncadia -- Prospector,Cle Elum,Washington,United States of America,47.235,-121.011,2008,18,8.5,3,75
Suncadia -- Rope Rider,Cle Elum,Washington,United States of America,47.234,-120.971,2012,18,8.5,2,76
Suncadia -- Tumblecreek,Cle Elum,Washington,United States of America,47.231,-120.958,2013,18,9,1,74
Trilogy (Redmond Ridge),Redmond,Washington,United States of America,47.708,-122.034,2008,18,8,4,69
Willows Run-- Coyote Creek,Redmond,Washington,United States of America,47.71,-122.098,2008,18,7,1,77
Willows Run-- Eagle Talon,Redmond,Washington,United States of America,47.713,-122.092,2009,18,7,1,77
Willows Run -- Heron Links,Redmond,Washington,United States of America,47.71,-122.103,2010,9,5,1,26
Washington National,Auburn,Washington,United States of America,47.289,-122.219,2009,18,8,2,72
Newcastle -- Chine Creek,Newcastle,Washington,United States of America,47.541,-122.178,2009,18,8,4,73
Newcastle -- Coal creek,Newcastle,Washington,United States of America,47.539,-122.175,2010,18,9,2,73
Echo Falls GC,Woodinville,Washington,United States of America,47.82,-122.099,2009,18,7.5,6,67
Chambers Bay GC,Tacoma,Washington,United States of America,47.217,-122.552,2009,18,9.5,3,76
Canterwood G&CC,Gig Harbor,Washington,United States of America,47.306,-122.573,2009,18,8.5,3,76
Bear Mountain Ranch,Chelan,Washington,United States of America,47.904,-120.064,2008,18,8,1,75
Hawk's Prairie -- Links,Lacey,Washington,United States of America,47.066,-122.733,2009,18,8,1,70
Hawk's Prairie -- Woodlands,Lacey,Washington,United States of America,47.076,-122.736,2009,18,7.5,1,73
TPC Snoqualmie Ridge,Snoqualmie,Washington,United States of America,47.105,-122.435,2010,18,8.5,1,76
Mount Si GC,Snoqualmie,Washington,United States of America,47.355,-122.115,2011,18,6.5,1,78
Whitehorse GC,Kingston,Washington,United States of America,47.146,-122.477,2011,18,8,1,74
Fort Lewis GC -- Eagles Pride,Ft Lewis,Washington,United States of America,47.098,-122.573,2011,27,7,2,73
Maplewood GC ,Renton,Washington,United States of America,47.485,-122.166,2011,18,6.5,1,74
Battle Creek GC,Marysville ,Washington,United States of America,48.098,-122.129,2011,18,7.5,1,76
Inglewood G&CC,Kenmore,Washington,United States of America,47.743,-122.247,2011,18,8,2,81
Nile GC,Seattle,Washington,United States of America,47.662,-122.336,2011,18,6.5,1,66
Walter Hall GC,Everett,Washington,United States of America,47.946,-122.203,2011,18,6,1,75
West Seattle GC,Seattle,Washington,United States of America,47.544,-122.394,2011,18,7,1,75
Gleneagle GC,Arlington,Washington,United States of America,48.132,-122.154,2012,18,7,1,75
Everett CC,Everett,Washington,United States of America,47.967,-122.192,2012,18,7.5,1,81
Indian Summer G&CC,Olympia,Washington,United States of America,47.107,-122.777,2012,18,8,1,74
Salish Cliffs GC,Shelton,Washington,United States of America,47.182,-123.127,2012,18,8,1,73
The Plateau Club,Sammamish,Washington,United States of America,47.628,-122.016,2012,18,9,1,78
Newaukum Valley GC,Chehalis,Washington,United States of America,46.646,-122.982,2013,27,7,1,75
Kenwanda GC,Snohomish,Washington,United States of America,47.921,-122.098,2013,18,6,1,73
Jefferson Park GC,Seattle,Washington,United States of America,47.596,-122.309,2013,18,6.5,1,72
Broadmoor G&CC,Seattle,Washington,United States of America,47.638,-122.292,2013,18,8,1,73
Eugene CC,Eugene,Oregon,United States of America,44.085,-123.101,1986,18,9,1,76
Sunriver -- Woodlands ,Bend,Oregon,United States of America,43.882,-121.439,1978,18,8,3,73
Sunriver -- Meadows,Bend,Oregon,United States of America,43.882,-121.439,1978,18,8,3,73
Sunriver -- Crosswater,Bend,Oregon,United States of America,43.882,-121.439,2004,18,8.5,1,72
Salishan GC,Gleneden Beach,Oregon,United States of America,44.868,-124.04,1982,18,8,4,72
Forest hills GC,Portland,Oregon,United States of America,45.507,-122.538,1986,9,6,1,39
Glendoveer GC,Portland,Oregon,United States of America,45.535,-122.533,1986,18,7,1,70
Crooked River Ranch GC,Bend,Oregon,United States of America,44.48,-121.278,1995,18,7.5,1,69
Quail Run GC,La Pine,Oregon,United States of America,43.688,-121.493,1995,18,7.5,2,75
River's Edge GC,Bend,Oregon,United States of America,44.058,-121.353,1995,18,8,3,74
Widgi Creek GC,Bend,Oregon,United States of America,44.008,-121.371,1995,18,8,1,76
Black Butte Resort -- Big Meadow,Sisters,Oregon,United States of America,44.392,-121.645,1995,18,8,2,75
Black Butte Resort -- Glaze Meadow,Sisters,Oregon,United States of America,44.392,-121.645,2007,18,8.5,1,71
Eagle Crest Resort,Redmond,Oregon,United States of America,44.254,-121.252,1995,18,7.5,1,78
Eagle Crest Ridge,Redmond,Oregon,United States of America,44.254,-121.252,2006,18,7.5,1,72
Sandpines,Florence,Oregon,United States of America,43.966,-124.118,1995,18,9,2,76
Ocean Dunes GC,Florence,Oregon,United States of America,44,-124.125,2008,18,7.5,1,75
Pumpkin Ridge -- Ghost Creek,Cornelius,Oregon,United States of America,45.585,-123.017,1999,18,9,1,79
Running Y Ranch,Klamath Falls,Oregon,United States of America,42.234,-121.803,1999,18,8.5,1,76
RiverRidge GC,Eugene,Oregon,United States of America,44.061,-123.117,2001,18,7,1,74
Diamond Woods GC,Eugene,Oregon,United States of America,43.99,-123.062,2003,18,7.5,2,75
Tokatee GC,Blue River,Oregon,United States of America,44.179,-122.095,2003,18,7.5,1,75
Aspen Lakes GC,Sisters,Oregon,United States of America,44.28,-121.579,2003,18,8,3,73
Resort at the Mountain,Mt Hood,Oregon,United States of America,45.331,-121.717,2003,27,7,1,75
Salmon Run GC,Brookings,Oregon,United States of America,42.042,-124.283,2004,18,7,1,74
Emerald Valley GC,Creswell,Oregon,United States of America,43.902,-123.018,2005,18,8,3,72
Hidden Valley GC,Cottage Grove,Oregon,United States of America,43.809,-123.076,2006,9,4,1,70
Middlefield GC,Cottage Grove,Oregon,United States of America,43.799,-123.06,2008,18,6.5,1,68
Shadow Hills GC ,Junction City,Oregon,United States of America,44.243,-123.199,2006,18,8,1,75
Oak Hills G&RV Park,Sutherlin,Oregon,United States of America,43.385,-123.349,2006,18,6.5,1,83
Bandon Trails GC,Bandon,Oregon,United States of America,43.119,-124.399,2006,18,9,1,76
Heron Lakes -- Greenback,Portland,Oregon,United States of America,45.606,-122.713,2006,18,7.5,1,69
Lost Tracks GC,Bend,Oregon,United States of America,44.027,-121.303,2006,18,8,1,75
Meadow Lakes GC,Prineville,Oregon,United States of America,44.294,-120.867,2006,18,7.5,1,72
Awbrey Glen GC,Bend,Oregon,United States of America,44.085,-121.343,2006,18,8.5,4,76
Springfield CC,Springfield,Oregon,United States of America,44.046,-122.987,2006,18,7.5,1,77
Mallard Creek GC,Lebanon,Oregon,United States of America,44.525,-122.912,2006,18,7.5,1,71
Agate Beach GC,Newport,Oregon,United States of America,44.658,-124.062,2007,9,6,1,35
Buffalo Peak GC,Union,Oregon,United States of America,45.306,-118.003,2007,18,8,1,77
Juniper GC,Redmond,Oregon,United States of America,44.316,-121.174,2007,18,8.5,2,73
McKenzie River GC,Mckenzie River,Oregon,United States of America,44.102,-122.318,2008,9,5,1,35
Trysting Tree GC,Corvallis,Oregon,United States of America,44.61,-123.27,2008,18,7.5,1,75
Oakway GC,Eugene,Oregon,United States of America,44.085,-123.069,2008,18,6,1,
OGA GC,Woodburn,Oregon,United States of America,45.132,-122.855,2010,18,7.5,2,75
Centennial GC,Medford,Oregon,United States of America,42.316,-122.88,2013,18,8,1,72
Lake Shastina GC,Weed,California,United States of America,41.522,-122.392,1978,27,8,1,80
Annandale GC,Pasadena,California,United States of America,34.147,-118.113,1983,18,7.5,1,76
Riviera CC,Los Angeles,California,United States of America,34.044,-118.499,1983,18,9.5,1,86
Half Moon Bay--Old,Half Moon Bay,California,United States of America,37.434,-122.442,1986,18,8.5,2,77
SilveradoGC -- north,Napa,California,United States of America,38.327,-122.324,1984,18,7.5,1,83
SilveradoGC -- south,Napa,California,United States of America,38.327,-122.324,1984,18,7.5,1,84
El Caballero GC,Los Angeles,California,United States of America,34.209,-118.582,1984,18,7.5,1,81
Rancho Murieta -- North,Rancho Murieta,California,United States of America,38.511,-121.101,1984,18,8,1,84
Rancho Murieta -- South,Rancho Murieta,California,United States of America,38.512,-121.097,1984,18,8,1,82
Sandpiper GC,Santa Barbara,California,United States of America,34.425,-119.88,1984,18,8.5,2,75
Spyglass Hill GC,Carmel,California,United States of America,36.567,-121.951,1978,18,9.5,1,87
La Quinta Dunes,Palm Springs,California,United States of America,33.695,-116.305,1983,18,8.5,1,76
Mission Hills --Championship,Palm Springs,California,United States of America,33.793,-116.396,1982,18,9, ,84
Mission Hills --Tournament,Palm Springs,California,United States of America,33.788,-116.396,1982,18,8,1,78
Mission Lakes,Desert Hot Springs,California,United States of America,33.956,-116.544,1980,18,7,1,76
Canyon CC,Palm Springs,California,United States of America,33.789,-116.486,1980,18,7,1,78
Americana Canyon ,Palm Springs,California,United States of America,33.789,-116.486,1980,18,7,1,74
Rancho Las Palmas,Palm Springs,California,United States of America,33.768,-116.399,1982,27,7.5,2,68
Ironwood South,Palm Springs,California,United States of America,33.742,-116.394,1982,18,8,1,78
Monterey CC,Palm Springs,California,United States of America,33.792,-116.46,1982,27,7.5,1,78
Indian Palms GC,Indio,California,United States of America,33.722,-116.235,1982,27,7,1,80
Cathedral Canyon GC,Palm Springs,California,United States of America,33.8,-116.439,1982,18,7.5,1,78
Indian Wells CC,Palm Springs,California,United States of America,33.725,-116.366,1982,27,8,2,75
Palm Springs Municipal golf,Palm Springs,California,United States of America,33.83,-116.549,1982,18,6,1,74
Indian Springs GC,Indio,California,United States of America,33.731,-116.239,1981,18,7,1,73
Desert Horizon GC,Palm Springs,California,United States of America,33.812,-116.501,1982,18,8,1,76
Del Safari GC,Palm Springs,California,United States of America,33.83,-116.549,1982,18,7.5,1,73
Desert Island GC,Palm Springs,California,United States of America,33.792,-116.404,1982,18,8,1,78
Bermuda Dunes GC,Palm Springs,California,United States of America,33.748,-116.31,1982,18,8,2,77
Palm Desert Resort CC,Palm Springs,California,United States of America,33.739,-116.311,1982,18,8,1,78
Palm Desert CC,Palm Springs,California,United States of America,33.745,-116.326,1982,18,7,1,
Pasatiempo GC,Santa Cruz,California,United States of America,36.986,-121.987,1978,18,9,1,78
Crystal Springs GC,Burlingame,California,United States of America,37.576,-122.381,1986,18,7,1,69
Rancho Canada West,Carmel,California,United States of America,36.528,-121.808,1986,18,8,1,
Olympic Lake Course,San Francisco,California,United States of America,37.728,-122.48,1986,18,10,1,79
Torrey Pines -- South,San Diego,California,United States of America,32.889,-117.25,1986,18,9.7,1,73
Pauma Valley GC,San Diego,California,United States of America,33.28,-116.965,1986,18,8.5,1,78
Cottonwood -- Ivanhoe,San Diego,California,United States of America,32.891,-117.098,1986,18,7,1,74
Singing Hills -- willow Glen,San Diego,California,United States of America,32.749,-116.887,1986,18,8,1,71
Singing Hills -- Oak Glen,San Diego,California,United States of America,32.749,-116.887,1997,18,7.5,1,76
Warner Springs,Borrego,California,United States of America,33.298,-116.652,1986,18,8,1,73
Carmel Mountain Ranch gc,San Diego,California,United States of America,32.994,-117.052,1986,18,8,1,85
Pala Mesa Resort ,Fallbrook,California,United States of America,33.391,-117.221,1988,18,7.5,1,71
La Costa -- North,Carlsbad,California,United States of America,33.087,-117.291,1988,18,9,1,76
La Costa -- South,Carlsbad,California,United States of America,33.087,-117.291,1988,18,9,1,75
Bodega Harbor Links,Bodega Bay,California,United States of America,38.332,-123.042,1991,18,8.5,2,77
Windsor GC,Sonoma,California,United States of America,38.563,-122.803,1991,18,8,1,80
Chimney Rock GC,Napa,California,United States of America,38.27,-122.313,1991,18,6,1,38
Chardonnay GC,Napa,California,United States of America,38.257,-122.253,1991,27,8,1,75
Eagle Vines GC,Napa,California,United States of America,38.272,-122.278,2011,18,8,1,78
Sonoma GC,Sonoma,California,United States of America,38.285,-122.508,1991,18,8,1,84
Foxtail GC South,Santa Rosa,California,United States of America,38.425,-122.722,1991,18,7,1,75
Foxtail GC North,Santa Rosa,California,United States of America,38.425,-122.722,2005,18,7.5,1,77
Palm Valley CC North,Palm Springs,California,United States of America,33.821,-116.408,1992,18,6,1,63
Indian Wells CC,Palm Springs,California,United States of America,33.722,-116.235,1992,18,8,1,82
Desert Dunes GC,Palm Springs,California,United States of America,33.83,-116.549,1992,18,8,1,83
Indian Wells Golf Resort East,Palm Springs,California,United States of America,33.722,-116.235,1992,18,7,1,71
PGA West Stadium,La Quinta,California,United States of America,33.674,-116.27,1992,18,9,1,77
Furnace Creek GC,Death Valley,California,United States of America,36.463,-116.867,1992,18,6.5,1,75
General John Old Jr GC,Orange County,California,United States of America,33.705,-117.904,1997,18,7,1,76
Temecula Creek Resort,Temecula,California,United States of America,33.511,-117.018,1997,27,8.5,2,71
Redhawk GC,Temecula,California,United States of America,33.494,-117.092,1997,18,8,1,75
San Luis Rey Downs #,Bonsall,California,United States of America,33.319,-117.21,1997,18,7,1,75
Mt Woodson GC,Ramona,California,United States of America,33.005,-116.849,1997,18,8,1,71
Steele Canyon GC,El Cajon,California,United States of America,32.771,-116.867,1997,18,8,1,77
Tijeras Creek GC,Rancho Santa Margarita,California,United States of America,33.606,-117.59,1998,18,8,1,82
Brookside -- Championship,Pasadena,California,United States of America,34.146,-118.132,1998,18,8,1,75
Brookside -- Nay,Pasadena,California,United States of America,34.146,-118.132,1998,18,6.5,1,69
Pelican Hill,Newport Beach,California,United States of America,33.577,-117.833,1998,18,9,1,85
Tahquitz Creek Legends,Palm Springs,California,United States of America,33.814,-116.52,1998,18,7.5,1,73
Tahquitz Creek Resort,Palm Springs,California,United States of America,33.814,-116.52,2000,18,8,1,76
Desert Willow GC  Firecliff,Palm Springs,California,United States of America,33.779,-116.347,1998,18,8.5,2,75
Desert Willow GC  Mountain View,Palm Springs,California,United States of America,33.779,-116.347,2013,18,8.5,1,76
Rancho Mirage CC,Rancho Mirage,California,United States of America,33.774,-116.404,1998,18,7,1,73
Desert Princess GC,Palm Springs,California,United States of America,33.82,-116.43,1998,18,7,1,69
Los Verdes GC,Palos Verdes,California,United States of America,33.774,-118.365,1998,18,7.5,1,70
Whittier Narrows GC,Los Angeles,California,United States of America,34.039,-118.051,1998,18,6.5,1,76
Ocean Meadows GC,Santa Barbara,California,United States of America,34.431,-119.969,1999,9,7,1,40
Glen Annie GC,Santa Barbara,California,United States of America,34.449,-119.857,1999,18,8,1,82
Alisal River GC,Solvang,California,United States of America,34.589,-120.13,1999,18,7,1,73
Rancho San Marcos GC,Santa Barbara,California,United States of America,34.573,-120.005,1999,18,8.5,1,80
La Purisima,Lompoc,California,United States of America,34.772,-120.39,2000,18,9,1,81
Sycamore Canyon GC,Arvin,California,United States of America,35.243,-118.899,2000,18,7,1,74
Diamond Valley GC,Hemet,California,United States of America,33.723,-117.005,2000,18,7.5,1,76
Oak Valley GC,Beaumont ,California,United States of America,33.937,-117.012,2000,18,8,1,81
Cimarron GC,Cathedral City,California,United States of America,33.823,-116.461,2000,18,7.5,1,78
Cascades GC,Los Angeles,California,United States of America,34.036,-118.171,2001,18,7.5,1,80
Ocean Trails GC,Palos Verdes,California,United States of America,33.742,-118.338,2001,15,8,1,77
Presidio GC,San Francisco,California,United States of America,37.797,-122.472,2004,18,7.5,1,73
Spring Valley GC,Milpitas,California,United States of America,37.485,-121.882,2004,18,7,1,65
Northstar at Tahoe GC,Lake Tahoe ,California,United States of America,39.286,-120.126,2004,18,8.5,1,78
Whitehawk Ranch GC,Graegle,California,United States of America,39.743,-120.57,2004,18,8.5,1,76
The Dragon GC at Nakoma,Clio,California,United States of America,39.794,-120.581,2005,18,9.5,1,78
Diablo Grande GC Ranch,Paterson,California,United States of America,37.391,-121.331,2005,18,8.5,2,73
Saddle Creek GC,Copperopolis,California,United States of America,37.964,-120.654,2005,18,8,1,78
Greenhorn Creek GC,Angels Camp,California,United States of America,38.078,-120.566,2011,18,8,1,74
Genoa Lakes GC Ranch,Lake Tahoe ,California,United States of America,39.013,-119.833,2005,18,8,1,75
Northwood GC,Monte Rio,California,United States of America,38.49,-123.022,2005,9,6,1,36
Sea Ranch GC,Sea Ranch,California,United States of America,38.718,-123.504,2005,18,8,1,76
Adobe Creek GC,Petaluma,California,United States of America,38.26,-122.666,2005,18,7.5,1,79
Classic Club,Palm Springs,California,United States of America,33.836,-116.371,2006,18,8,2,75
Trilogy GC,Palm Springs,California,United States of America,33.779,-116.293,2006,18,8,1,77
Terra Lago -- South,Palm Springs,California,United States of America,33.804,-116.27,2006,18,8,1,80
Desert Springs Valley,Palm Springs,California,United States of America,33.807,-116.276,2006,18,8,1,73
Desert springs Palm,Palm Springs,California,United States of America,33.788,-116.25,2006,18,8,1,73
Harding Park GC,San Francisco,California,United States of America,37.718,-122.492,2008,18,9,1,76
Poplar Creek GC,San Mateo,California,United States of America,37.566,-122.295,2011,18,6.5,1,72
Castle Oaks GC,Ione,California,United States of America,38.348,-120.956,2011,18,7.5,1,71
Wente Vineyards GC,Livermore,California,United States of America,37.632,-121.014,2011,18,8.5,1,76
Summit Pointe GC,Milpitas,California,United States of America,37.455,-121.885,2012,18,7.5,1,79
Stonetree GC,Novato,California,United States of America,38.117,-122.573,2012,18,8,1,77
Hidden Valley Lake GC,Middletown,California,United States of America,38.836,-122.574,2012,18,7,1,77
Napa Golf Course,Napa,California,United States of America,38.299,-122.267,2013,18,8,1,75
POPPY HILLS GC,Monterey,California,United States of America,36.58,-121.925,2013,18,9,1,79
The Bridges GC,San Ramon,California,United States of America,37.769,-121.948,2013,18,8.5,1,74
Darkhorse GC,Sacramento,California,United States of America,38.942,-121.14,2013,18,8,1,79
Oak Quarry GC,Riverside,California,United States of America,34.029,-117.406,2013,18,8.5,1,76
Silver Rock GC,La Quinta,California,United States of America,33.687,-116.257,2013,18,8,1,78
Indian Wells Resort Players,Indian Wells,California,United States of America,33.713,-116.32,2013,18,8,3,76
Indian Wells Resort Celebrity,Indian Wells,California,United States of America,33.713,-116.32,2013,18,8,3,73
Peppermill Palms,Mesquite,Nevada,United States of America,36.795,-114.113,1992,18,8.5,1,73
Black Mountain GC,Henderson,Nevada,United States of America,35.978,-115.046,2001,18,7,1,77
Empire Ranch GC,Carson City,Nevada,United States of America,39.165,-119.741,2004,18,7,1,75
Coral Canyon GC,St. George,Utah,United States of America,37.113,-113.367,2001,18,8.5,1,74
The Ranch GC,San Jose ,California,United States of America,37.317,-121.747,2014,18,8,1,75
Grizzly ranch GC,Portola,California,United States of America,39.786,-120.452,2014,18,9,1,75
Brasada Ranch GC,Bend,Oregon,United States of America,44.117,-121.214,2014,18,9,2,72
Incline Village Championship,Incline Village,Nevada,United States of America,39.252,-119.932,2014,18,8,1,73
Broadmoor East,Colorado Springs,Colorado,United States of America,38.822,-104.824,1996,18,8,1,77
Broadmoor West,Colorado Springs,Colorado,United States of America,38.822,-104.824,1996,18,8,1,73
Broadmoor South,Colorado Springs,Colorado,United States of America,38.822,-104.824,1996,18,8,1,76
Tamarron GC,Durango,Colorado,United States of America,37.629,-107.808,1996,18,7.5,1,70
Pine Creek GC,Colorado Springs,Colorado,United States of America,38.959,-104.787,1996,18,7.5,1,77
Walking Stick GC,Pueblo,Colorado,United States of America,38.249,-104.619,1996,18,7,1,77
Great Sand Dunes GC,Mosca,Colorado,United States of America,37.757,-105.604,1996,18,6.5,1,80
Pagosa Springs GC,Pagosa Springs,Colorado,United States of America,37.233,-107.039,1996,27,7.5,1,72
Skyland Mountain GC,Crested Butte,Colorado,United States of America,38.896,-106.977,1996,18,7.5,1,78
Copper Creek GC,Copper Mountain,Colorado,United States of America,39.5,-106.148,1996,18,7,1,71
Pole Creek GC,,Colorado,United States of America,40.058,-105.893,1996,27,8,1,73
Hyland Hills Gold,Denver,Colorado,United States of America,39.889,-105.026,1996,18,7.5,1,76
Riverdale Dunes GC,Denver,Colorado,United States of America,39.814,-104.865,1996,18,,1,74
Princeville Makai GC,Kauai,Hawaii,United States of America,22.219,-159.495,1976,27,9,3,75
Wailua GC,Kauai,Hawaii,United States of America,22.047,-159.326,1976,18,8,6,72
Kauai Surf GC ,Kauai,Hawaii,United States of America,21.901,-159.476,1976,18,7,1,75
Kauai Lagoons GC ,Kauai,Hawaii,United States of America,22.226,-159.361,1989,18,8.5,2,77
Kauai Lagoons GC Kiele,Kauai,Hawaii,United States of America,22.226,-159.361,1989,18,9.5,2,74
Kikuiolono GC,Kauai,Hawaii,United States of America,21.905,-159.603,1980,9,6,5,36
Kiahuna GC ,Kauai,Hawaii,United States of America,21.905,-159.466,1989,18,7,1,76
Kiahuna GC,Kauai,Hawaii,United States of America,21.905,-159.466,2012,18,8.5,3,73
Puakea GC,Kauai,Hawaii,United States of America,21.947,-159.392,2001,18,8.5,4,74
Poipu Bay GC,Kauai,Hawaii,United States of America,21.879,-159.465,2001,18,9,1,72
Prince Golf Club,Kauai,Hawaii,United States of America,22.219,-159.495,2001,18,9.5,1,74
Kaluakoi GC ,Molokai,Hawaii,United States of America,21.122,-157.177,1989,18,8,2,74
Ironwood Hills,Molokai,Hawaii,United States of America,21.089,-157.011,1989,9,5,1,34
Kapalua Bay course,Maui,Hawaii,United States of America,21.012,-156.644,1986,18,8,6,74
Kapalua Village course,Maui,Hawaii,United States of America,21.012,-156.644,1986,18,8,3,71
Kapalua Plantation GC,Maui,Hawaii,United States of America,20.996,-156.656,2001,18,9,1,80
Makena GC North,Maui,Hawaii,United States of America,20.664,-156.447,2005,18,8,2,79
Makena South,Maui,Hawaii,United States of America,20.652,-156.441,2005,18,8,2,75
Maui Nui/ Elleair/ Silversword,Maui,Hawaii,United States of America,20.898,-156.427,1990,18,8,10,72
Waiehu GC,Maui,Hawaii,United States of America,20.918,-156.509,1974,18,6,1,78
Royal Kaanapali,Maui,Hawaii,United States of America,20.92,-156.687,1976,18,8,2,70
Kaanapali Kai,Maui,Hawaii,United States of America,20.92,-156.687,1990,18,7.5,1,71
Wailea Old Blue GC,Maui,Hawaii,United States of America,20.676,-156.442,1976,18,7.5,1,80
Wailea Orange,Maui,Hawaii,United States of America,20.676,-156.442,1990,18,8,1,78
Wailea Emerald,Maui,Hawaii,United States of America,20.676,-156.442,2011,18,8.5,1,71
Maui CC,Maui,Hawaii,United States of America,20.911,-156.579,1990,9,7,2,36
Pukalani GC,Maui,Hawaii,United States of America,20.867,-156.337,1990,18,7,20,70
Kahili GC,Maui,Hawaii,United States of America,20.808,-156.385,2001,18,8,10,72
King Kamehameha GC,Maui,Hawaii,United States of America,20.912,-156.388,2010,18,8.5,1,
Dunes at Maui Lani,Maui,Hawaii,United States of America,20.893,-156.452,2001,18,8,20,72
Experience at Koele,Lanai,Hawaii,United States of America,20.822,-156.919,2005,18,9,1,68
Challenge at Manele,Lanai,Hawaii,United States of America,20.74,-156.895,2005,18,9,1,76
Mauna Kea Beach GC,Hawaii,Hawaii,United States of America,20.273,-155.845,1976,18,9.5,2,80
Waikoloa Beach GC,Hawaii,Hawaii,United States of America,19.906,-155.865,1984,18,8,2,74
Waikoloa Village GC,Hawaii,Hawaii,United States of America,19.947,-155.826,1984,18,7.5,3,75
Mauna Lani GC North,Hawaii,Hawaii,United States of America,19.948,-155.872,1986,18,9,3,74
Mauna Lani South,Hawaii,Hawaii,United States of America,19.948,-155.872,1986,18,9,3,75
Seamountain Ninole,Hawaii,Hawaii,United States of America,19.026,-155.464,1976,18,7,3,74
Hapuna GC,Hawaii,Hawaii,United States of America,20.032,-155.827,1997,18,9,2,76
Keauhou-Kona GC,Hawaii,Hawaii,United States of America,19.579,-155.967,1986,18,7,1,79
Volcano GC,Hawaii,Hawaii,United States of America,19.407,-155.257,1986,18,6,1,78
Waimea ,Hawaii,Hawaii,United States of America,20.028,-155.621,1996,18,7,4,72
Makalei GC,Hawaii,Hawaii,United States of America,19.773,-155.982,1996,18,7.5,4,73
Alii CC Kona,Hawaii,Hawaii,United States of America,19.629,-155.984,1996,18,7.5,2,76
Waikoloa Kings,Hawaii,Hawaii,United States of America,19.947,-155.826,1996,18,8,1,80
Discovery Harbor GC,Hawaii,Hawaii,United States of America,19.102,-155.606,1996,18,5,1,80
Big Island CC,Hawaii,Hawaii,United States of America,19.648,-155.995,2008,18,8,2,74
Makaha West GC,Oahu,Hawaii,United States of America,21.482,-158.23,1976,18,7.5,1,76
Turtle Bay GC,Oahu,Hawaii,United States of America,21.692,-157.978,1997,9,6,1,37
Ko Olina GC,Oahu,Hawaii,United States of America,21.337,-158.124,1997,18,8,1,74
Coral Creek GC,Oahu,Hawaii,United States of America,21.361,-157.875,2006,18,8,1,77
Kapolei GC,Oahu,Hawaii,United States of America,21.331,-158.089,2008,18,8,1,72
Ko'olau GC,Oahu,Hawaii,United States of America,21.464,-157.851,2006,18,9,1,76
Luana Hills Golf Course,Oahu,Hawaii,United States of America,21.352,-157.875,2006,18,8,1,74
Camelback Inn Padre ,Phoenix,Arizona,United States of America,33.535,-111.934,1985,18,7,1,72
Camelback Inn Indian Bend,Phoenix,Arizona,United States of America,33.533,-111.928,1985,18,7,1,70
Arizona Biltmore Adobe GC,Phoenix,Arizona,United States of America,33.522,-112.023,1985,18,7.5,1,76
Arizona Biltmore Links,Phoenix,Arizona,United States of America,33.523,-112.024,1985,18,8,1,77
Hillcrest GC,Sun City,Arizona,United States of America,33.608,-112.285,1985,18,7.5,1,80
Rancho de Los Caballeros,Wickenburg,Arizona,United States of America,33.969,-112.749,1985,18,8,1,72
The Phoenician GC,Phoenix,Arizona,United States of America,33.533,-111.942,1985,18,8,1,73
Orange Tree GC,Phoenix,Arizona,United States of America,33.589,-111.925,1985,18,7,1,74
